"assignee_id"	"assignee_type"	"disambig_assignee_individual_name_first"	"disambig_assignee_individual_name_last"	"disambig_assignee_organization"
"org_EVc6jZ8UD4RyZ1TpMjLy"	3	NA	NA	"SOILMEC S.P.A."
"org_evcIoqHh8qvJPutu7zAk"	3	NA	NA	"Waseda House Co."
"org_Evd4kkrkkc9pyvcmNjBv"	3	NA	NA	"Laboratoire Roger Bellon"
"org_EVDN4MsB0xTrdo7jwHls"	2	NA	NA	"Qimonda North America Corp."
"org_EVDVRZPFuIrYyhjDCBl4"	3	NA	NA	"Cables de Comunicaciones, S.A."
"org_evFqt05VFo4xKOrsszq0"	2	NA	NA	"National Child Safety Council"
"org_EvGEfKCUMoDUK8YqyOeG"	2	NA	NA	"Boomerboard, LLC"
"org_EvTXMWB28mDLESceu3Dk"	2	NA	NA	"Venex Incorporated"
"org_EVVLFukpZRhBu6UPxDq9"	2	NA	NA	"Transcendata, Inc."
"org_EvZBgzBzXvzp9Tb0iWUZ"	3	NA	NA	"Airdar Inc."
"org_Ew34EnN3e7j4ZVF3m4Y8"	2	NA	NA	"Brooks Automation, Inc."
"org_Ew6IpsBB4vOzr4KEeHuX"	2	NA	NA	"Chemfree Corporation"
"org_eWaiYiyYQjsD1w4OcWKm"	3	NA	NA	"Advanced Semiconductor Engineering, Inc."
"org_EWgRV5pAi7Um8ZY3E30y"	3	NA	NA	"Maruman Golf Co., Ltd."
"org_EWH8TBSpXQQMtARG8Tq9"	3	NA	NA	"ISB Ltd."
"org_EwikR5rNOuwHgLZl0M6P"	3	NA	NA	"Kao Corporation"
"org_ewmxw4srEyMzsV9e2b1P"	3	NA	NA	"Military University of Technology"
"org_ewOSdUvVyJ0CRfxn4jkB"	3	NA	NA	"Metacure Limited"
"org_ewRuUbKo4ew5vAbntSBu"	2	NA	NA	"Courser, Incorporated"
"org_ewVJrJogPpCwm3GopSXt"	3	NA	NA	"Fujistu Semiconductor Limited"
"org_ex0rNMfchNNUC8mwz9Q1"	3	NA	NA	"Huizhou Light Engine Ltd."
"org_eX7f3h9gLAl0r2cbPNoW"	3	NA	NA	"Anic S.p.A."
"org_ex8vhxLsDQbCsRYH46Ys"	2	NA	NA	"Kantan Inc."
"org_eXa03hMixQyemuRcdafP"	2	NA	NA	"Microelectronic & Computer Technology Corporation"
"org_EXe9LkBjJsxnOmxOpDQj"	3	NA	NA	"Alwin Co., Ltd."
"org_EXGVv5q8rZvn9EbXanjp"	2	NA	NA	"Pivotal Software, Inc."
"org_expk4jsiy1bM1uLslPn1"	3	NA	NA	"Fujiwa Kiko Kabushiki Kaisha"
"org_exSdQ7GwtRhICIYmPV9L"	3	NA	NA	"ASSEM TECHNOLOGY CO., LTD."
"org_ey2jtRSjqEqoXOjUiUEz"	2	NA	NA	"Warner-Lambert Company"
"org_eY42WcRrvxj2ylWhfQNn"	2	NA	NA	"Teranetics, Inc."
"org_eYAdWpQEit9ykH0uIloE"	3	NA	NA	"UNITED MICROELECTRONICS CORP."
"org_eYDKXhRvVntiOD7kacwe"	2	NA	NA	"MeshNetworks, Inc."
"org_eYHDVlTKzCJDVzvbVjBx"	3	NA	NA	"Dystar Textilfarben GmbH & Co. Deutschland KG"
"org_EyiAgYstIEb4tKL3XBMS"	2	NA	NA	"Semco Instruments, Inc."
"org_EylElw7jSBofOZ930YN8"	2	NA	NA	"New Holland North America, Inc."
"org_eynsHtpfwRdba0BzpTUe"	3	NA	NA	"Maruzen Petrochemical Co., Ltd."
"org_eYocYXoI84g35lXrZJEX"	3	NA	NA	"Bongrain S.A."
"org_EyqF3QrbUGuSDFdJqV1y"	3	NA	NA	"BARCO LIMITED"
"org_eySyduduCOpkGr4j9g8R"	2	NA	NA	"HZO, Inc."
"org_ez34gsxDfnP8PdlmQ9sv"	3	NA	NA	"Bio-oriented Technology Research Advancement Institution"
"org_ezdEnadJjmbjs5ve53YH"	3	NA	NA	"Prosonix Limited"
"org_eZFudCXbyYxLXYC3kG35"	12	NA	NA	"Lawrence Peska Associates, Inc."
"org_EzicTYnfFwEy1iTx8uST"	2	NA	NA	"Personics Holdings Inc."
"org_EZOci1IW2UhvDX8fSZtU"	3	NA	NA	"Fairchild Korea Semiconductor Ltd."
"org_ezR9HNFRLlvqdKWoH58Q"	2	NA	NA	"Size Reduction Specialists Corp."
"org_eZSZzTQnqXlqhmf5PPya"	3	NA	NA	"University of Electronic Science and Technology"
"org_eztMZRdNX1GLqhEme84r"	3	NA	NA	"Mitsuba Corporation"
"org_EzVgfu8XB1UkuRRIQkAH"	3	NA	NA	"Intune Networks Limited"
"org_EZyEXjbsRyB4ywze7Cz3"	2	NA	NA	"Matrix Railway Corporation"
"org_f03jnbrKI0J3WAkeKpWQ"	2	NA	NA	"Amylin Pharmaceuticals, Inc."
"org_F0cuIWUrgZqub1nMoiI7"	3	NA	NA	"BESTECHNIC (SHANGHAI) CO., LTD."
"org_f0TD3GQQuWMMPb2Tc3X8"	3	NA	NA	"ABB AB"
"org_f0VNDBCF7h1t5OBoXYNH"	2	NA	NA	"Scovill Manufacturing Company"
"org_f0wRnHPfqKhyuWnGprzb"	3	NA	NA	"Universal Entertainment Corporatrion"
"org_f1991rF6f0sakrdcIlo1"	3	NA	NA	"STMicroelectronics Pvt. Ltd."
"org_F1c4xfgYpDrNn2iO7d3g"	3	NA	NA	"Okamura Corporation"
"org_F1G56bU4wG3mUBP57SVO"	2	NA	NA	"Guidance Interactive Technologies, Inc."
"org_F1K6uVa94QAggmCnWEAi"	2	NA	NA	"SurVivaLink Corporation"
"org_f23eeZiGU39mjm5JIJmo"	2	NA	NA	"Champion International Corporation"
"org_f2DG0VRjFuuPnFuwmIL1"	3	NA	NA	"Inergy Automotive Systems Management (Societe Anonyme)"
"org_F2FmP5jGVbyGG6fXk5Ti"	2	NA	NA	"Albemarle Corporation"
"org_f2gNqI610xkqu8OoJzpS"	3	NA	NA	"Siemens Aktiengesellschaft"
"org_f2SOccvSsyoLJEMgHeEo"	3	NA	NA	"Korber AG"
"org_f2TBTj9YhVB2ifzAOTxB"	2	NA	NA	"MARENDA PHARMACEUTICALS LLC"
"org_F3gReQ2eDqZkXgsLar36"	3	NA	NA	"KING.COM LTD."
"org_f3JVD5BahjtgDR2Zlasv"	3	NA	NA	"ETA S.A. Fabriques d'Ebauches ETA 13"
"org_f3kNOdHvTjhSrS1BcUiz"	2	NA	NA	"Apptio, Inc."
"org_F3o4aIBOwOlnZUbDOOZX"	2	NA	NA	"Exxon Mobil Upstream Research Company"
"org_F3r3F55upd1X2UrGwOBt"	3	NA	NA	"Da Tang Mobile Communication Equipment Co., Ltd."
"org_f3UyJ2xJWks53Su8Ayoc"	2	NA	NA	"Electrochemicals Inc."
"org_f3yJctQJHsy4VHtTdGA1"	3	NA	NA	"FITS Holding B.V."
"org_f44bRvDT2WBGL7KDiUvQ"	3	NA	NA	"Compal Electronics, Inc."
"org_F44q2leUQtu1Ap9VcwxY"	3	NA	NA	"TRW Automotive GmbH"
"org_f46e6ru8SEIChX22WKQr"	2	NA	NA	"Anomali Incorporated"
"org_F4962aPOzAv1yCmidz0i"	2	NA	NA	"The Gates Corporation"
"org_F4lcuWa3Mn6KSQTuEdIG"	3	NA	NA	"Canon Medical Systems Corporation"
"org_f4nhk6Q99xKZAPNvaxqs"	2	NA	NA	"Thermo Electron Scientific Instruments LLC"
"org_f4nruvkOYClAaiNng2fa"	3	NA	NA	"Saab-Scania Aktiebolag"
"org_F4t2eeUyksP7r1NzY9Q7"	2	NA	NA	"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY"
"org_F53Tpf5fyfUc12X31Svk"	2	NA	NA	"SRI International"
"org_F59OnAaOWTpwoKYXyGOn"	2	NA	NA	"RE-AL, Inc."
"org_f5kwES3uxZHzDpA6oZYy"	2	NA	NA	"OHIO STATE INNOVATION FOUNDATION"
"org_f5Qs68YcDNxmx6XFUyJk"	2	NA	NA	"Pinotage, LLC"
"org_F5wNRIRCsucZBS5by6yv"	3	NA	NA	"SICHUAN JIUZHANG BIOLOGICAL SCIENCE AND TECHNOLOGY CO., LTD."
"org_f6ehQhtgLzW16ZliqeTx"	2	NA	NA	"GO DADDY OPERATING COMPANY, LLC"
"org_F6EsFDgg4R1p81tKhhxA"	3	NA	NA	"Walinov AB"
"org_F6hPmtAoet6BeHMndulx"	2	NA	NA	"State University of New York at Stony Brook"
"org_f6XTS6LNY3QoeWINv1PE"	3	NA	NA	"Trotzschler GmbH & Co. KG"
"org_F79JTRZiyAC8fKVCgpUO"	2	NA	NA	"Elmag, Inc."
"org_F7AL1b9FPqIys0v9aGJr"	2	NA	NA	"Illinois Tool Works Inc."
"org_F7EIcY9OgNYa2b0W5K7o"	2	NA	NA	"Restaurant Technology, Inc."
"org_f7ELVPkE7heTQfZYUsbu"	2	NA	NA	"Pennzoil Products Company"
"org_F7gEHDfkBXk7A89JvhEh"	3	NA	NA	"SNECMA Moteurs"
"org_F7LZFA3dHbvG7S9kF2zF"	2	NA	NA	"WING ENTERPRISES, INC."
"org_f7t41hqW7NEpZUlBUEqz"	2	NA	NA	"Cyclonic Equipment Co., Inc."
"org_F88rr8pIsV64CXElRQr8"	2	NA	NA	"Exxon Chemical Patents Inc."
"org_f8H5TtrEeVxIifqUYaWK"	3	NA	NA	"Leo Laine Oy"
"org_f8mynoGLgCK1cZBcevey"	2	NA	NA	"S.C. Johnson & Son, Inc."
"org_F8phiOd0WhfN5p0ZucDp"	2	NA	NA	"Intelpro Corporation"
"org_f8U72u0Pmx7MRiw2LPHH"	3	NA	NA	"E. Rapp Electronik GmbH"
"org_F8wdCNTuOOty79NFc83M"	3	NA	NA	"Wilus Institute Of Standards And Technology Inc."
"org_F8ZyElPYW3JZL4S520Ha"	3	NA	NA	"Sumito Metal Industries Inc."
"org_F90soCUgxnRcPTSc0JA5"	2	NA	NA	"HTI IP, LLC"
"org_F9KtGkCOdsYygOl1ZkpG"	3	NA	NA	"SK Siltron Co., Ltd."
"org_F9oVtktLqdIEWw0c5k3V"	3	NA	NA	"Kabushiki Kaisha Kit"
"org_F9WHu1EDeAwxnhRGCNuY"	2	NA	NA	"New England College of Optometry"
"org_F9x0oEc4kur3wcWz3S7r"	3	NA	NA	"Micro-Epsilon Messtechnik GmbH & Co. KG"
"org_f9YWe9nIl9NYMRr1px4q"	3	NA	NA	"Taisho Pharmaceutical Co., Ltd."
"org_fA1pjK50pC59BxONpWyi"	2	NA	NA	"Vap Creative, Ltd."
"org_FA4DGZMkA2pzXKoIXdM9"	2	NA	NA	"Atlantic Richfield Company"
"org_fa9P2n2VAkRTEhR4rLeW"	3	NA	NA	"Ricoh Printing Systems, Ltd."
"org_FAAPSgo44819UBrEjgU1"	2	NA	NA	"InfoSpace, Inc."
"org_facAByw8uoqL92UbZ0cA"	2	NA	NA	"Incyte Genomics, Inc."
"org_FAQFACtZkAb1HGd1LoPt"	2	NA	NA	"Carbonite, Inc."
"org_FatJON4Hv4YkJU9KCSzw"	3	NA	NA	"YUNGJIN PHARMACEUTICAL CO., LTD."
"org_FaUlH8iyDvnONyo555M1"	2	NA	NA	"Engineering Science Analysis Corporation"
"org_faxIlBORXOmBxcH5q7GO"	3	NA	NA	"Sanofi-Aventis Deutschland GmbH"
"org_fAY0DiSBOLxlxVNMLM9S"	3	NA	NA	"Alfa Romeo Auto S.p.A."
"org_FAy10FvMRyJ972Mw3AAG"	3	NA	NA	"A-Volute"
"org_fay7HWPEzmaWF9tbfrhT"	2	NA	NA	"Bedoukian Research, Inc."
"org_Faz8UGb3LBrgfHzAFH3l"	2	NA	NA	"University of Central Florida Research Foundation, Inc."
"org_FB73jc0W8UmuqhxvrN8z"	3	NA	NA	"Laboratoires des Produits Ethiques Ethypharm"
"org_fBak4MLXm8JRdHpy9afp"	3	NA	NA	"Japan Styrene Paper Corporation"
"org_fbexxE7XIuK0KQpnbAD1"	2	NA	NA	"Ethertronics, Inc."
"org_FboiCXoJyNFqVNbwGSSv"	2	NA	NA	"Autronic Plastics, Inc."
"org_fbpaM4mtBUSPtRktbivw"	2	NA	NA	"Cyberonics, Inc."
"org_fbpioqlk0TBbyRcTik3n"	2	NA	NA	"Southern Linac, LLC"
"org_fbRLl3PsQrqaLL8bJoSe"	2	NA	NA	"Qcept Technologies, Inc."
"org_fBRMuVK6tqWfTgFMM8St"	2	NA	NA	"Colymer Industries, LLC"
"org_FbuWaE4ZUaTC5NGGqAYu"	2	NA	NA	"Salient Surgical Technologies, Inc."
"org_fbzhOAPu9ZRElrzq84Vn"	3	NA	NA	"ASM TECHNOLOGY SINGAPORE PTE LTD"
"org_FC0m7plpQjFSGd05edPa"	2	NA	NA	"Nestor, Inc."
"org_fCFi20jf39lrTmJxPuwx"	3	NA	NA	"UCB, Societe Anonyme"
"org_FCFI2zuSg1F6ZvrhyoBC"	2	NA	NA	"MSA TECHNOLOGY, LLC"
"org_fchsyBcfGBwGyuoh73IX"	2	NA	NA	"Eastman Chemical Company"
"org_fciS9pbMxtpHDCpvndMO"	3	NA	NA	"Saes Getters S.p.A."
"org_fciT84jTbCpXxw0vQHVK"	2	NA	NA	"Shibuya America Corporation"
"org_fcKSbx8tQQVKWG6DzXK2"	2	NA	NA	"Artemis Innovations Inc."
"org_fcKzUwn9mesnJqCBxznt"	3	NA	NA	"KEIPER GmbH & Co. KG"
"org_fCMvb7fh2Junq0VfnFUx"	3	NA	NA	"SOCIETE POUR LA CONCEPTIONS DES APPLICATIONS DES TECHNIQUES ELECTRONIQUES (SATELEC)"
"org_fCnVRlWS0w0Jp1PNoLKq"	2	NA	NA	"Tuckernuck Technology, L.L.C."
"org_FCo42nReYx6JZP7CSZ29"	3	NA	NA	"Merlin Gerin"
"org_FCpl9T2zrWHkcGwh8ApT"	3	NA	NA	"Trikon Holdings Limited"
"org_fCPlF6rG56HAYUQjKote"	3	NA	NA	"Svenska Sockerfabriks AB"
"org_FcPv0VYo29x6kOKfAZxr"	3	NA	NA	"SUPERCELL OY"
"org_FCtO5tW435AbQv1jy7Dh"	3	NA	NA	"NGK Spark Plug Co., Ltd."
"org_FD33GVrg0DxEuq1haBqs"	3	NA	NA	"B.A.T. Cigarettenfabriken GmbH"
"org_Fd7s9KLtCJjkqWkzDjZT"	2	NA	NA	"Key Pharmaceuticals, Inc."
"org_fD9QIikAsZrWjgjbkHmr"	2	NA	NA	"Chewy Software, LLC"
"org_fda1OUdapJcAvynj3K4f"	2	NA	NA	"C. Mayo, Inc."
"org_fdAL02kRA1DUqbAOEAbj"	2	NA	NA	"DAYCO IP HOLDINGS, LLC"
"org_fdb2vqnBygn6H92g8dmy"	3	NA	NA	"BOMBARDIER RECREATIONAL PRODUCTS INC."
"org_FdcnHiFCXMihnpJ8ATjC"	3	NA	NA	"S.A. Des Etablissements Staubli"
"org_FDNGVK2JJpei7yTVIXA5"	2	NA	NA	"Wisor Telecom Corporation"
"org_fDNkzmGZn7qKuddpSjq6"	2	NA	NA	"Micron Semiconductor, Inc."
"org_fDOqfqgSYtEvSJCBrnW5"	2	NA	NA	"Gere Dev. Applications, LLC"
"org_fDpv1BkSkl8TRiD76MO2"	3	NA	NA	"Centre National de la Recherche Scientifique"
"org_fDuc6X8xIom7oQByT5Ix"	2	NA	NA	"Siemens Medical Solutions USA, Inc."
"org_fDvWCEXZ2YgbDqT6FkpA"	2	NA	NA	"Cedars-Sinai Medical Center"
"org_FdVYaXvOrpX02QeZzsRl"	3	NA	NA	"Atlas Copco Berema Aktiebolag"
"org_fdwmsvVQL4h6zUGJyK3X"	3	NA	NA	"Woongjin Coway Co., Ltd."
"org_fDXOTWHmFHfAwtGACSZJ"	2	NA	NA	"S&S Precision, LLC"
"org_FdXStDY8C0w22Cw32TXp"	2	NA	NA	"Time Warner, Inc."
"org_fdz24qgekbwdxuGlpgvv"	2	NA	NA	"Ormat Technologies, Inc."
"org_FE2mERkqorpHcHk07xJF"	3	NA	NA	"LOGITECH EUROPE S.A."
"org_fe4J2Vh6RxAHfZoOIvrJ"	2	NA	NA	"Kendro Laboratory Products, LP"
"org_Fe94TfHhWYYy84UK0xEk"	2	NA	NA	"FUN Unlimited, Inc."
"org_FEaj1Lw25WDWs2S2631z"	3	NA	NA	"Microsaic Systems PLC"
"org_FEEI61HtjuVsPgk7TFJE"	3	NA	NA	"Elta Systems Ltd."
"org_feEoX0IkvMKPy94Fh8D0"	3	NA	NA	"HannStar Display Corp."
"org_FEf2e2QTq4T82rebjJ6H"	2	NA	NA	"ICC Innovative Concepts Corporation"
"org_fEGGZVi2jcLZN86ZNo20"	3	NA	NA	"SCTECHONE CO, LTD."
"org_FEJNoXVnlZRCmaXEnoGM"	2	NA	NA	"University of Maine System Board of Trustees"
"org_FemWpkQD5wRo9TuyCzav"	2	NA	NA	"Broadcom Corporation"
"org_FEpPrjn0Asfvtiaz6VyU"	3	NA	NA	"Rhodia Chimie"
"org_feR25CX8RUWbrGOhB7KQ"	2	NA	NA	"Universal Instruments Corporation"
"org_FerJPGt1zjf2P6F6XSix"	2	NA	NA	"Medtronic HeartWare, Inc."
"org_FETikMucQ5WuWWZeT1iE"	3	NA	NA	"Takara Bio Inc."
"org_feWRITVSuHJeb4WAolUd"	3	NA	NA	"AC Properties B.V."
"org_FF9D3AagEtdMqyghCEMl"	2	NA	NA	"Emerging Technology Systems, L.L.C."
"org_ffacuFaitjOT50qLxYMD"	2	NA	NA	"Noran Instruments, Inc."
"org_FFBax7FU1nhxzAC64eRN"	3	NA	NA	"J.C. BAMFORD EXCAVATORS LIMITED"
"org_ffBDIjKWoIyKStFBHUl1"	3	NA	NA	"Daiso Co., Ltd."
"org_FFgpx6Vej2aBD8OKkgqp"	2	NA	NA	"Trustees of Tufts College"
"org_FFi3Bmew5LPnferViLec"	2	NA	NA	"Bonutti Research, Inc."
"org_FFIqrSrqXiAkDvcAYuGy"	2	NA	NA	"Phillip Morris USA Inc."
"org_FFKmsarPPjSIIfOItDOQ"	2	NA	NA	"Detroit Engineering, Inc."
"org_fFmXxMBtnzVemSlY7FsW"	3	NA	NA	"ELETTROTECNICA ROLD S.R.L."
"org_fFN3FeL8qeHscZjrHApA"	2	NA	NA	"G-Rods International LLC"
"org_fFPXKi6DMRz0cJNsQ8lJ"	2	NA	NA	"T-Mobile USA, Inc."
"org_fft4ICqPe3DVSTLbLYRC"	3	NA	NA	"ZHENGZHOU SANHUA TECHNOLOGY & INDUSTRY CO., LTD"
"org_FFvniHnpDyEAFU1Gs4Hi"	2	NA	NA	"UPRIGHT INDUSTRIES MANUFACTURING"
"org_fg7FxRHWgMigULqa7cWp"	3	NA	NA	"LG Electronics Inc."
"org_FGafhVAxtgNYVhSevjgL"	2	NA	NA	"AT&T Technologies, Inc."
"org_fgDz02BnnmeoelImUI2z"	3	NA	NA	"Kia Motors Corporation"
"org_fgFA4m4kBiHLR18XqtSH"	2	NA	NA	"Callaway Golf Company"
"org_fGjHgDDJjBchv90fEqnh"	2	NA	NA	"Lucifer Lighting Company"
"org_fglau3eKS35ZnD0hffmT"	3	NA	NA	"NATIONAL HEALTH RESEARCH INSTITUTES"
"org_fGoejlgqioPcN5EesFPw"	3	NA	NA	"PRAESIDIAD NV"
"org_FGPc4lzEtJ3dweemU2za"	3	NA	NA	"Taiwan Vertex Production Corp."
"org_Fgu0mZfjmzlO6KbCrPGS"	2	NA	NA	"Cohesion Technologies, Inc."
"org_fh7d0FsVMBBo9OOA2lCw"	2	NA	NA	"Garlock Inc."
"org_fh8n7nI7mWMkSyilhrX0"	3	NA	NA	"Syncomm Technology Corporation"
"org_FHDdNFKbTIpnrPbnZDeZ"	3	NA	NA	"Garmin Switzerland GmbH"
"org_fHDws8peLINpdBPxCg5k"	3	NA	NA	"H. C. STARCK GMBH"
"org_FHFtaWmMjOdzXwdxY5tK"	3	NA	NA	"Yutaka Denki Saisakusho"
"org_FHh42mzPVrW3MS8yo1Nv"	3	NA	NA	"Enplas Corporation"
"org_FHjVE8uBJTG6Ho5iKEXs"	3	NA	NA	"Edscha Betaetigungssysteme GmbH"
"org_fHkDB5qY9n8FYNAnOinx"	2	NA	NA	"Q-Dot, Inc."
"org_FHLCPuLCHBj2HWRGIA9g"	3	NA	NA	"Linden-Alimak AB"
"org_FHmvdHlsiZIXbMyG03uo"	2	NA	NA	"HYDRITE CHEMICAL CO."
"org_fhqHSEzHYxIhX4GJu62Q"	2	NA	NA	"Philip Morris Incorporated"
"org_fHRButfVTXN2HmHN9kGG"	2	NA	NA	"Ashland Inc."
"org_fhRF54hFrkjLxIunhsjk"	2	NA	NA	"KENNAMETAL INC."
"org_fHuaqU5gNplE0LcnvZKr"	3	NA	NA	"Forschungszentrum Juelich GmbH"
"org_FHUEffszz8bwQ1GvChO0"	2	NA	NA	"The Drackett Company"
"org_FhxjwCPm3wNQ8tmULiAT"	2	NA	NA	"Quorum International, L.P."
"org_FhZzdlrdKTOuavlTLiGA"	2	NA	NA	"Seminis Vegetable Seeds, Inc."
"org_Fi2brVhkwfVWQQdPhcI4"	3	NA	NA	"DNAE Group Holdings Limited"
"org_FiA3TPHLhgu3hcwi5dOi"	3	NA	NA	"Gough Holdings (Engineering) Limited"
"org_FiAiImqHU9VDRKZqv7rJ"	3	NA	NA	"ATOP S.p.A."
"org_FiBJ7wiQkx0J6fu2loGM"	2	NA	NA	"10X GENOMICS, INC."
"org_fIbsHJL99bvGiDj3ts6I"	3	NA	NA	"Hydro Rene Leduc"
"org_fIC46iM44WcPe6f61pKq"	3	NA	NA	"Kugelfischer Georg Schafer & Co."
"org_FiDOJST0czliQk0FDTqa"	3	NA	NA	"INSTITUT NATIONAL DE LA RECHERCHE AGRONOMIQUE"
"org_figxmLL02szyRxDoplMT"	3	NA	NA	"Topotarget UK Limited"
"org_FiIxEqHxtovOv7v2gaDG"	2	NA	NA	"Systemware, Inc."
"org_FijYcDMGi08poOpnYXrM"	2	NA	NA	"Spring Bioscience Corporation"
"org_fikLfobYQzl8KRhJJaCv"	3	NA	NA	"Korea Chemical Co., Ltd."
"org_fIKP785xpzwB7hRDRDh3"	2	NA	NA	"CiDRA Corporation"
"org_fImRMYEsAaEPnzHhwUyY"	3	NA	NA	"Queen's University at Kingston"
"org_FIndPaTnZhiniQCZIMXN"	3	NA	NA	"SUEZ INTERNATIONAL"
"org_fineJIrKWR3oPcFDxRhl"	2	NA	NA	"Moore Wallace North America, Inc."
"org_fIplvrWsmZdtWnnEjqIW"	2	NA	NA	"Firestone Industrial Products Company, LLC"
"org_FIPNZ4QGPA1nRny9OrIa"	2	NA	NA	"MHB Industries Corp."
"org_fIqWjNFERBiOWMmSMuD9"	2	NA	NA	"The Mosler Safe Company"
"org_firkhAIfG7ktRW53nCvK"	3	NA	NA	"Aktiebolaget Bofors"
"org_FIrLFgDgtLgZ3DXsLYqn"	2	NA	NA	"Chicago Board Options Exchange, Incorporated"
"org_fiSjbgQIvWcDDZdYY4kU"	2	NA	NA	"Curtiscorp, Inc."
"org_fiZWsBanYyxIxyqM7P0h"	3	NA	NA	"JFE Steel Corporation"
"org_fJ6ErtZ85MQhwTi0Mv7A"	3	NA	NA	"Sonova AG"
"org_fjGJcFECJwVNKidC2gv0"	2	NA	NA	"Guidewire Software, Inc."
"org_fJH5ZYYjMLkwwYg0u9Zo"	3	NA	NA	"China Medical University"
"org_fjjdd0pA6bUoV9FxJK9m"	2	NA	NA	"PRC-DeSoto International, Inc."
"org_fjKrsxPDnOGr3wHMZudz"	3	NA	NA	"Duisburger Kupferhutte"
"org_FjKS96Y2xmtn4RX2BCSr"	3	NA	NA	"CAREGEN CO., LTD."
"org_fjO2WdJ8JoId74IPrtXS"	2	NA	NA	"New England Biolabs, Inc."
"org_fJQAKqvPv1qLb6jQcHQr"	2	NA	NA	"WayPart, Inc."
"org_FjsMSVUEn11iT1jTi84H"	3	NA	NA	"THOMAS Licensing S.A."
"org_FJYG3CLC2avaNQSj7onP"	2	NA	NA	"Progress Rail Services Corporation"
"org_fk5hvqyYF0W6EJG3YrQD"	2	NA	NA	"Microelectronics and Computer Technology Corporation"
"org_FKb490UyEtCUiBfZcyHU"	2	NA	NA	"LMD Power of Light Corporation"
"org_FkdfFFKqAIdWR3bWcuph"	2	NA	NA	"Mallen Research Ltd. Partnership"
"org_fKfkxt9uknTt2y30L6l6"	2	NA	NA	"A. E. Staley Manufacturing Company"
"org_fkg5Eoaxw55AjSf2yAqE"	2	NA	NA	"Digirad Corporation"
"org_FknBvs8qzEFe35N0KvNT"	3	NA	NA	"Fukubi Kagaku Kogyo Kabushiki Kaisha"
"org_FksEhuYfqePrLfO1TkXn"	3	NA	NA	"Akzo N.V."
"org_FKvYb9m80LoxV6UZIjAc"	3	NA	NA	"AMSilk GmbH"
"org_FkYCEUj7lH2CxZF78Pry"	3	NA	NA	"Rubber-En Kunststoffabriek"
"org_FKZ4sKkYmFe4xDm2S8GD"	3	NA	NA	"Chipone Technology (Beijing) Co., Ltd."
"org_fL0YNIJY3Y2z7EHmzzF6"	3	NA	NA	"Interwise Ltd."
"org_FlbP9OiULSjcZvQAOFNY"	2	NA	NA	"Audible, Inc."
"org_FlD8CkCdGMDP2utO7Oat"	2	NA	NA	"Armstrong World Industries, Inc."
"org_flfu2305ExUnOvhzGB24"	3	NA	NA	"Glatt Systemtechnik GmbH"
"org_fLGPFgkDmnkN8wOurqPu"	2	NA	NA	"Asymmetric Therapeutics, LLC"
"org_FLhl2LTlecxSZyGbggO3"	3	NA	NA	"Everlight Electronics Co., Ltd."
"org_flkRWkmehinvQc1cEUG3"	2	NA	NA	"Smart Modular Technologies, Inc."
"org_fLqEFVJNU3pnDx5Fyfa9"	2	NA	NA	"Polymer Flip Chip Corporation"
"org_fls1z53o7emYM0bEDmAm"	3	NA	NA	"Zhuhai Advanced Chip Carriers & Electronic Substrate Solutions Technologies Co. Ltd."
"org_flxTW5FFghe0IE5qY3I2"	2	NA	NA	"Action Sales & Marketing, Inc."
"org_FLYEM1su8fMu90Aq4yN1"	2	NA	NA	"RAYTHEON TECHNOLOGIES CORPORATION"
"org_fM1joC4KDAVyZdDPYEVp"	2	NA	NA	"Dynex/Rivett Inc."
"org_fm35L38W9un4bLJh4lvU"	3	NA	NA	"Photon Dynamics Canada Inc."
"org_fm9SzzLGUQBxjP1LLx40"	3	NA	NA	"Atomic Energy Corporation of South Africa Limited"
"org_FmBSI07w6iWAbOo1GPpX"	2	NA	NA	"IKANOS COMMUNICATIONS, INC."
"org_FMCfh4f5rZyG1Hj4Gd7v"	3	NA	NA	"SCREEN Semiconductor Solutions Co., Ltd."
"org_FmDuMWj6JeJhqIVz3De0"	3	NA	NA	"GTECH CANADA ULC"
"org_FMF7scjSgbRhyz8Y7ljW"	3	NA	NA	"EUPEC Europaeische Gesellschaft fuer Leistungshalbleiter mbH & Co. KG"
"org_FmGb4DVdw4IEGINDvjoI"	3	NA	NA	"\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\N.V. Chemische Fabriek \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\Naarden\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\"
"org_fMMhqSyZraNCaVdTkQ1s"	2	NA	NA	"2 Bit, Inc."
"org_fMSQSGIDXiI0Ub6E1yOI"	3	NA	NA	"Cheil Foods & Chemicals, Inc."
"org_FmtaD68VXWyrfMbkOu7L"	3	NA	NA	"Icom Incorporated"
"org_FmVUEIl9HF8TLYUFmANd"	3	NA	NA	"SKW Trostberg Aktiengesellschaft"
"org_FMvuEq17soxdPVe0xYSt"	3	NA	NA	"Davis Industrial (Filters) Ltd."
